GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,2.7 [0.4-8.1],2.70000,0.40000,8.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1981,1981,,AFR,Africa,,TCD,1981,1981,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.1 [0.0-0.3],0.10000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1990,1990,,AFR,Africa,,TCD,1990,1990,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.2 [0.0-0.7],0.20000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.4 [0.1-1.3],0.40000,0.10000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.5 [0.1-1.5],0.50000,0.10000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2006,2006,,AFR,Africa,,TCD,2006,2006,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.7 [0.1-2.0],0.70000,0.10000,2.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,0.8 [0.2-2.2],0.80000,0.20000,2.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,1.5 [0.3-3.9],1.50000,0.30000,3.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1981,1981,,AFR,Africa,,TCD,1981,1981,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1990,1990,,AFR,Africa,,TCD,1990,1990,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.2 [0.0-0.8],0.20000,0.00000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.2 [0.0-0.9],0.20000,0.00000,0.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2006,2006,,AFR,Africa,,TCD,2006,2006,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.3 [0.0-1.3],0.30000,0.00000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2008,2008,,AFR,Africa,,TCD,2008,2008,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.4 [0.0-1.6],0.40000,0.00000,1.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2015,2015,,AFR,Africa,,TCD,2015,2015,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.9 [0.0-3.4],0.90000,0.00000,3.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976,1976,,AFR,Africa,,TCD,1976,1976,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1981,1981,,AFR,Africa,,TCD,1981,1981,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.3],0.00000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.3],0.10000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1990,1990,,AFR,Africa,,TCD,1990,1990,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,TCD,1992,1992,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.7],0.10000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.3 [0.0-1.2],0.30000,0.00000,1.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.3 [0.0-1.4],0.30000,0.00000,1.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,1.2 [0.3-3.2],1.20000,0.30000,3.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,1.3 [0.3-3.6],1.30000,0.30000,3.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1979,1979,,AFR,Africa,,TCD,1979,1979,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980,1980,,AFR,Africa,,TCD,1980,1980,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.5],0.10000,0.00000,0.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.5],0.10000,0.00000,0.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996,1996,,AFR,Africa,,TCD,1996,1996,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.1 [0.0-0.7],0.10000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.5 [0.0-2.0],0.50000,0.00000,2.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.6 [0.0-2.2],0.60000,0.00000,2.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.6 [0.0-2.4],0.60000,0.00000,2.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.7 [0.0-2.7],0.70000,0.00000,2.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2014,2014,,AFR,Africa,,TCD,2014,2014,Chad,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.8 [0.0-3.0],0.80000,0.00000,3.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1979,1979,,AFR,Africa,,TCD,1979,1979,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980,1980,,AFR,Africa,,TCD,1980,1980,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.3],0.00000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.2 [0.0-0.8],0.20000,0.00000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.2 [0.0-0.9],0.20000,0.00000,0.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996,1996,,AFR,Africa,,TCD,1996,1996,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.2 [0.0-0.9],0.20000,0.00000,0.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.2 [0.0-1.0],0.20000,0.00000,1.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.7 [0.0-3.0],0.70000,0.00000,3.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.8 [0.0-3.3],0.80000,0.00000,3.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.9 [0.1-3.6],0.90000,0.10000,3.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,1.0 [0.1-3.9],1.00000,0.10000,3.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,AFR,Africa,,TCD,1977,1977,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1979,1979,,AFR,Africa,,TCD,1979,1979,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1980,1980,,AFR,Africa,,TCD,1980,1980,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.0 [0.0-0.1],0.00000,0.00000,0.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,TCD,1994,1994,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.3],0.10000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,TCD,1995,1995,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1996,1996,,AFR,Africa,,TCD,1996,1996,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1997,1997,,AFR,Africa,,TCD,1997,1997,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,TCD,2010,2010,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.4 [0.0-1.3],0.40000,0.00000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,TCD,2011,2011,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.4 [0.0-1.5],0.40000,0.00000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012,2012,,AFR,Africa,,TCD,2012,2012,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.4 [0.0-1.7],0.40000,0.00000,1.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2013,2013,,AFR,Africa,,TCD,2013,2013,Chad,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.5 [0.0-1.9],0.50000,0.00000,1.90000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1978,1978,,AFR,Africa,,TCD,1978,1978,Chad,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,14.9 [6.2-26.1],14.90000,6.20000,26.10000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,AFR,Africa,,TCD,1979,1979,Chad,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,14.7 [6.2-25.5],14.70000,6.20000,25.50000,,,
