GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE08,Decile 8,,No data,,,,,,Not available
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE01,Decile 1 (poorest),,No data,,,,,,Not available
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE05,Decile 5,,No data,,,,,,Not available
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE07,Decile 7,,No data,,,,,,Not available
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE09,Decile 9,,No data,,,,,,Not available
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE04,Decile 4,,No data,,,,,,Not available
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,,,,WEALTHDECILE06,Decile 6,,No data,,,,,,Not available
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,26.7 [22.2-31.6],26.66245,22.24016,31.60666,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,71.7 [67.5-75.6],71.68783,67.45309,75.57112,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,71.7 [67.6-75.5],71.72197,67.61219,75.49922,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,5.9 [4.1-8.4],5.90044,4.11273,8.39719,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,17.2 [14.5-20.2],17.15492,14.45713,20.23705,,,
asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,197.4 [172.7-224.7],197.39888,172.65305,224.72808,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,21.6 [17.1-27.0],21.62658,17.10475,26.95509,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,25.7 [21.9-30.1],25.74680,21.86123,30.05733,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,3.6 [2.6-5.0],3.62058,2.59613,5.02842,,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available
cci,Composite coverage index (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,21.9 [18.9-25.3],21.91099,18.89038,25.26416,,,
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,0.1 [0.0-0.4],0.06067,0.00833,0.44063,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,2.4 [1.5-3.8],2.43511,1.54867,3.80930,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,10.1 [8.7-11.6],10.09876,8.74331,11.63753,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,1.0 [0.7-1.6],1.01438,0.65885,1.55876,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,0.1 [0.0-0.5],0.13085,0.03218,0.53053,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,26.6 [20.7-33.6],26.63396,20.66511,33.59674,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,0.5 [0.1-3.4],0.46656,0.06332,3.35183,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,120.2 [104.7-135.6],120.17072,104.70889,135.63254,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,89.3 [78.0-100.7],89.33591,77.97607,100.69574,,,
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,49.4 [39.1-59.7],49.39693,39.09883,59.69503,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,10.0 [6.4-15.4],10.01788,6.39602,15.35424,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,19.1 [12.9-27.2],19.05539,12.92105,27.19259,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,36.2 [30.6-42.2],36.19682,30.63723,42.15220,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,15.1 [11.9-18.9],15.08817,11.94590,18.87975,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,26.0 [21.7-30.8],26.00018,21.70970,30.80495,,,
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,25.5 [21.5-30.0],25.53083,21.50066,30.02747,,,
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,8.3 [6.7-10.4],8.33645,6.67811,10.36088,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,6.3 [6.0-6.7],6.33205,5.98946,6.69411,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,227.8 [205.9-249.8],227.83501,205.89479,249.77524,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,203.5 [181.8-225.1],203.46091,181.83531,225.08650,,,
vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,17.3 [11.8-24.8],17.31877,11.76815,24.75294,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,9.6 [5.8-15.3],9.56371,5.84219,15.27137,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,43.8 [37.2-50.5],43.78439,37.24981,50.54199,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,23.5 [18.9-28.7],23.47312,18.92096,28.73235,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,32.1 [25.1-40.0],32.06021,25.06906,39.96125,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,7.8 [4.2-14.0],7.76254,4.17943,13.96967,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,71.4 [63.7-78.1],71.43020,63.73180,78.05713,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,27.1 [21.4-33.8],27.11465,21.35693,33.75831,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,30.5 [23.8-38.1],30.45478,23.77726,38.07094,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,54.6 [45.2-63.6],54.58721,45.22060,63.64001,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,53.7 [45.2-62.0],53.72115,45.19331,62.03671,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,2.0 [0.9-4.6],2.01984,0.87652,4.58549,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,11.9 [8.4-16.8],11.93609,8.35294,16.77496,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,43.7 [39.3-48.2],43.71228,39.28971,48.23713,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,24.6 [18.8-31.6],24.62823,18.78318,31.58482,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,34.2 [28.4-40.6],34.21693,28.38283,40.57089,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,1.5 [0.6-3.5],1.45257,0.59218,3.51880,,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available
cci,Composite coverage index (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,13.5 [8.9-19.9],13.47030,8.88719,19.90066,,,
cci,Composite coverage index (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,35.3 [32.1-38.7],35.33876,32.07538,38.74477,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,7.9 [5.5-11.2],7.88086,5.49205,11.18573,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,11.2 [8.6-14.4],11.15793,8.55323,14.43066,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,0,0.00000,0.00000,0.00000,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,0,0.00000,0.00000,0.00000,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,34.7 [25.2-45.6],34.67884,25.16294,45.60061,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,TCDMICS201016,tandjile,,,,,No data,,,,,,Not available
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,TCDMICS201005,hadjer lamis,,,,,16.8 [7.3-34.2],16.80037,7.28033,34.18006,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,TCDMICS201007,lac,,,,,4.6 [1.3-14.7],4.57979,1.31479,14.74149,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,TCDMICS201018,n'djamena,,,,,27.7 [22.5-33.6],27.72069,22.51920,33.60256,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,,,,,,,TCDMICS201015,salamat,,,,,1.7 [0.6-4.4],1.69341,0.63605,4.43014,,,
