sender,receiver,amount,timestamp,transaction_type,location,device_type,is_foreign_transaction,time_of_day,risk_score
U2355,U424,2860.2,2025-01-01,wire_transfer,France,mobile,0,3,0
U149,U2040,1869.46,2025-01-01,cash_deposit,Cayman Islands,mobile,1,17,0
U1617,U1018,1912.22,2025-01-01,crypto,Switzerland,desktop,1,6,0
U2208,U2830,3113.88,2025-01-01,crypto,US,mobile,1,21,0
U1603,U668,5955.27,2025-01-01,wire_transfer,India,ATM,0,13,0
U1409,U124,945.51,2025-01-01,crypto,Cayman Islands,mobile,0,2,0
U258,U840,1721.32,2025-01-01,wire_transfer,France,mobile,0,18,0
U963,U839,180.45,2025-01-01,crypto,India,mobile,1,23,0
U152,U1935,888.84,2025-01-01,online_payment,France,desktop,1,9,0
U2219,U2158,1062.22,2025-01-01,crypto,Dubai,mobile,0,14,0
U319,U528,3606.5,2025-01-01,wire_transfer,France,desktop,0,1,0
U889,U1138,1440.59,2025-01-01,crypto,Germany,mobile,0,13,0
U1000,U2975,2626.58,2025-01-01,online_payment,Cayman Islands,desktop,0,12,0
U1027,U359,38.38,2025-01-01,online_payment,Dubai,ATM,0,7,0
U1255,U662,1249.08,2025-01-01,wire_transfer,UK,mobile,0,21,0
U884,U1683,4631.7,2025-01-01,wire_transfer,India,desktop,0,9,0
U1080,U1964,508.01,2025-01-01,crypto,Dubai,ATM,0,6,0
U747,U2566,64.06,2025-01-01,cash_deposit,France,desktop,0,10,0
U505,U707,1136.23,2025-01-01,wire_transfer,UK,mobile,1,21,0
U605,U1520,2437.71,2025-01-01,online_payment,US,desktop,1,17,0
U1918,U2026,1211.97,2025-01-01,crypto,Cayman Islands,desktop,1,10,0
U1018,U319,1232.29,2025-01-01,cash_deposit,India,mobile,1,13,0
U392,U2488,2216.14,2025-01-01,crypto,Cayman Islands,ATM,0,13,0
U260,U158,587.1,2025-01-01,online_payment,Switzerland,ATM,0,6,0
U2796,U1811,2787.76,2025-01-01,crypto,UK,desktop,0,16,0
U120,U1244,332.38,2025-01-01,wire_transfer,India,desktop,1,9,0
U2571,U766,1007.54,2025-01-01,wire_transfer,France,ATM,0,20,0
U2332,U95,2134.27,2025-01-01,online_payment,Switzerland,ATM,0,8,0
U664,U1868,3524.82,2025-01-01,crypto,Switzerland,ATM,0,23,0
U2771,U938,3135.93,2025-01-01,crypto,India,ATM,0,23,0
U2983,U795,2558.01,2025-01-01,wire_transfer,Switzerland,ATM,0,3,0
U2722,U2363,889.75,2025-01-01,wire_transfer,France,ATM,0,3,0
U2168,U2754,260.91,2025-01-01,cash_deposit,Cayman Islands,desktop,1,9,0
U1267,U2587,488.82,2025-01-01,wire_transfer,Germany,desktop,0,11,0
U2887,U2980,4002.5,2025-01-01,cash_deposit,US,ATM,0,22,0
U1514,U2668,3894.46,2025-01-01,online_payment,UK,desktop,0,18,0
U669,U850,6054.89,2025-01-01,wire_transfer,India,desktop,0,21,0
U1743,U2010,158.06,2025-01-01,crypto,Switzerland,mobile,0,14,0
U976,U739,1539.23,2025-01-01,online_payment,India,ATM,1,19,0
U1799,U345,2092.13,2025-01-01,cash_deposit,Cayman Islands,desktop,0,18,0
U2076,U1887,2480.29,2025-01-01,online_payment,France,desktop,0,13,0
U1670,U794,2064.88,2025-01-01,wire_transfer,Cayman Islands,ATM,1,8,0
U1258,U1310,2939.45,2025-01-01,cash_deposit,US,desktop,1,2,0
U1302,U358,890.92,2025-01-01,cash_deposit,France,desktop,0,3,0
U71,U1232,395.52,2025-01-01,wire_transfer,India,mobile,1,12,0
U2423,U1285,457.78,2025-01-01,cash_deposit,India,desktop,0,10,0
U368,U2223,24.1,2025-01-01,online_payment,Cayman Islands,ATM,0,7,0
U557,U2014,862.56,2025-01-01,cash_deposit,Cayman Islands,ATM,0,6,0
U94,U2916,192.46,2025-01-01,crypto,US,desktop,0,5,0
U1775,U2730,775.71,2025-01-01,cash_deposit,US,ATM,1,1,0
U1206,U2313,1978.85,2025-01-01,online_payment,Cayman Islands,ATM,0,12,0
U1729,U2515,4497.67,2025-01-01,online_payment,UK,ATM,0,0,0
U366,U1600,3660.24,2025-01-01,crypto,France,mobile,1,15,0
U572,U171,582.51,2025-01-01,cash_deposit,Germany,mobile,1,21,0
U1417,U934,287.93,2025-01-01,wire_transfer,Switzerland,desktop,0,11,0
U2561,U2903,429.04,2025-01-01,crypto,Germany,mobile,0,19,0
U374,U1450,7080.0,2025-01-01,crypto,Germany,desktop,1,7,0
U2310,U2362,1594.68,2025-01-01,cash_deposit,UK,ATM,1,11,0
U594,U2367,403.01,2025-01-01,crypto,Germany,desktop,0,8,0
U2707,U2087,3674.51,2025-01-01,crypto,France,desktop,0,20,0
U461,U65,1005.69,2025-01-01,wire_transfer,US,ATM,1,3,0
U2675,U329,4589.67,2025-01-01,online_payment,US,desktop,0,3,0
U1099,U662,604.04,2025-01-01,cash_deposit,UK,desktop,0,3,0
U2527,U661,999.18,2025-01-01,wire_transfer,UK,mobile,0,2,0
U1677,U1586,1406.18,2025-01-01,wire_transfer,Switzerland,ATM,0,15,0
U229,U112,4462.68,2025-01-01,crypto,Dubai,ATM,1,11,0
U312,U369,4061.42,2025-01-01,online_payment,Cayman Islands,mobile,0,5,0
U2217,U1701,1708.3,2025-01-01,wire_transfer,UK,mobile,0,8,0
U1384,U1748,501.48,2025-01-01,cash_deposit,US,ATM,0,21,0
U227,U755,1032.87,2025-01-01,crypto,Germany,ATM,0,20,0
U253,U1581,7429.06,2025-01-01,online_payment,India,ATM,1,20,0
U2748,U362,1871.83,2025-01-01,crypto,Switzerland,mobile,1,21,0
U991,U1963,3038.26,2025-01-01,online_payment,Switzerland,ATM,0,1,0
U1090,U1928,1195.18,2025-01-01,cash_deposit,Cayman Islands,ATM,1,1,0
U1164,U2641,1518.61,2025-01-01,online_payment,India,ATM,1,9,0
U282,U2293,1120.57,2025-01-01,online_payment,UK,ATM,0,7,0
U1241,U1187,2427.51,2025-01-01,online_payment,UK,ATM,0,16,0
U2590,U1159,3813.95,2025-01-01,online_payment,Cayman Islands,mobile,0,2,0
U2895,U2131,1415.97,2025-01-01,online_payment,UK,ATM,0,7,0
U1715,U1652,1311.19,2025-01-01,online_payment,India,desktop,0,5,0
U2256,U1736,831.9,2025-01-01,online_payment,Cayman Islands,desktop,1,20,0
U2734,U1447,389.83,2025-01-01,online_payment,Dubai,mobile,1,18,0
U286,U2339,5601.9,2025-01-01,wire_transfer,Germany,ATM,0,9,0
U137,U2829,759.83,2025-01-01,cash_deposit,Dubai,mobile,0,22,0
U631,U1532,3225.8,2025-01-01,cash_deposit,Germany,ATM,1,18,0
U2376,U209,2512.97,2025-01-01,wire_transfer,France,mobile,1,1,0
U2967,U75,3130.05,2025-01-01,online_payment,Dubai,ATM,1,6,0
U1538,U1427,5521.89,2025-01-01,online_payment,France,ATM,0,12,0
U2963,U2259,1952.99,2025-01-01,crypto,Switzerland,mobile,0,11,0
U273,U1104,4564.59,2025-01-01,wire_transfer,Cayman Islands,desktop,1,19,0
U2481,U704,367.12,2025-01-01,online_payment,Cayman Islands,ATM,0,7,0
U1958,U610,1970.81,2025-01-01,wire_transfer,US,desktop,0,19,0
U1762,U769,2959.24,2025-01-01,crypto,US,desktop,0,7,0
U1383,U2732,633.92,2025-01-01,crypto,Cayman Islands,ATM,1,5,0
U2615,U1347,2699.95,2025-01-01,wire_transfer,US,desktop,1,4,0
U2371,U2505,3014.46,2025-01-01,cash_deposit,Cayman Islands,mobile,0,16,0
U1686,U2873,3557.94,2025-01-01,cash_deposit,India,desktop,0,10,0
U2107,U674,750.5,2025-01-01,crypto,France,desktop,0,4,0
U2640,U2022,2288.94,2025-01-01,cash_deposit,Cayman Islands,mobile,0,16,0
U323,U956,725.54,2025-01-01,cash_deposit,India,mobile,0,15,0
U2762,U2386,2686.78,2025-01-01,cash_deposit,US,ATM,1,21,0
U1795,U724,1243.42,2025-01-01,online_payment,US,desktop,0,14,0
U2820,U1287,1820.34,2025-01-01,online_payment,UK,desktop,0,21,0
U262,U778,1075.16,2025-01-01,crypto,Cayman Islands,mobile,1,19,0
U1227,U1663,353.43,2025-01-01,wire_transfer,Switzerland,ATM,0,3,0
U754,U300,392.1,2025-01-01,cash_deposit,UK,mobile,1,15,0
U1214,U2906,161.49,2025-01-01,crypto,Switzerland,ATM,1,15,0
U1777,U2349,1925.05,2025-01-01,cash_deposit,Cayman Islands,desktop,0,22,0
U516,U12,3776.17,2025-01-01,online_payment,UK,mobile,0,7,0
U2646,U2272,42.11,2025-01-01,crypto,UK,desktop,1,23,0
U2246,U931,137.07,2025-01-01,wire_transfer,Germany,ATM,0,1,0
U1278,U2043,1223.01,2025-01-01,wire_transfer,UK,desktop,1,21,0
U345,U445,2676.69,2025-01-01,crypto,India,desktop,1,20,0
U2780,U1593,343.26,2025-01-01,cash_deposit,Switzerland,ATM,0,8,0
U1333,U920,633.95,2025-01-01,crypto,Switzerland,mobile,0,4,0
U2470,U720,527.95,2025-01-01,wire_transfer,Dubai,mobile,0,10,0
U2970,U1271,1018.49,2025-01-01,wire_transfer,India,mobile,0,5,0
U489,U816,509.78,2025-01-01,online_payment,Germany,ATM,1,18,0
U426,U2854,869.58,2025-01-01,cash_deposit,Dubai,ATM,1,23,0
U165,U542,2607.9,2025-01-01,wire_transfer,Germany,desktop,1,18,0
U1698,U881,1888.4,2025-01-01,online_payment,Dubai,ATM,0,8,0
U519,U2023,169.33,2025-01-01,online_payment,Switzerland,desktop,0,1,0
U1130,U1304,2030.82,2025-01-01,cash_deposit,Switzerland,mobile,1,20,0
U2813,U1467,1296.64,2025-01-01,wire_transfer,Switzerland,desktop,0,1,0
U1709,U2012,5453.41,2025-01-01,crypto,Germany,mobile,0,21,0
U1619,U2637,683.02,2025-01-01,wire_transfer,France,desktop,0,7,0
U1712,U835,2590.47,2025-01-01,cash_deposit,Cayman Islands,ATM,1,3,0
U662,U2862,2625.05,2025-01-01,cash_deposit,Dubai,desktop,0,23,0
U2755,U1112,500.77,2025-01-01,online_payment,France,desktop,0,18,0
U1560,U737,4670.7,2025-01-01,wire_transfer,Switzerland,mobile,0,5,0
U1328,U2283,1351.33,2025-01-01,wire_transfer,Switzerland,mobile,1,2,0
U2922,U2854,2271.9,2025-01-01,online_payment,Dubai,ATM,1,14,0
U595,U1879,315.31,2025-01-01,cash_deposit,Germany,mobile,1,20,0
U2831,U2737,596.28,2025-01-01,online_payment,France,desktop,1,17,0
U2192,U1526,1764.3,2025-01-01,crypto,India,desktop,0,20,0
U1206,U505,768.47,2025-01-01,crypto,France,mobile,1,8,0
U700,U1759,1385.07,2025-01-01,online_payment,Cayman Islands,desktop,0,13,0
U2568,U2327,936.83,2025-01-01,wire_transfer,Switzerland,ATM,1,18,0
U2034,U2510,2046.38,2025-01-01,wire_transfer,India,ATM,1,9,0
U384,U828,1335.53,2025-01-01,online_payment,India,desktop,0,21,0
U53,U2087,9.24,2025-01-01,cash_deposit,Cayman Islands,mobile,0,4,0
U514,U1712,2097.82,2025-01-01,cash_deposit,US,mobile,0,4,0
U1559,U727,1096.78,2025-01-01,cash_deposit,France,mobile,0,6,0
U2854,U1279,836.18,2025-01-01,crypto,Germany,desktop,1,8,0
U2175,U406,197.76,2025-01-01,online_payment,France,mobile,1,7,0
U1684,U2122,497.87,2025-01-01,online_payment,UK,ATM,1,19,0
U759,U888,506.62,2025-01-01,cash_deposit,India,ATM,0,13,0
U27,U2861,5478.14,2025-01-01,wire_transfer,India,mobile,1,13,0
U1260,U1477,1133.07,2025-01-01,cash_deposit,UK,desktop,1,15,0
U1466,U80,85.95,2025-01-01,crypto,Germany,desktop,0,21,0
U2874,U2915,298.9,2025-01-01,crypto,US,mobile,0,12,0
U902,U2100,164.66,2025-01-01,online_payment,Cayman Islands,ATM,1,11,0
U532,U2387,1777.69,2025-01-01,online_payment,Dubai,ATM,1,14,0
U168,U1407,413.12,2025-01-01,wire_transfer,UK,mobile,0,19,0
U1272,U1307,1380.53,2025-01-01,online_payment,Germany,mobile,0,6,0
U2323,U2892,924.27,2025-01-01,cash_deposit,France,desktop,1,11,0
U52,U2486,3258.02,2025-01-01,cash_deposit,Germany,ATM,1,5,0
U2366,U1068,772.77,2025-01-01,crypto,Cayman Islands,mobile,0,19,0
U1891,U230,1225.96,2025-01-01,cash_deposit,France,ATM,0,8,0
U2434,U246,2555.13,2025-01-01,wire_transfer,Cayman Islands,ATM,0,10,0
U2614,U2565,1136.03,2025-01-01,cash_deposit,India,desktop,0,4,0
U1519,U283,3152.16,2025-01-01,online_payment,UK,mobile,1,11,0
U2890,U1900,2167.55,2025-01-01,crypto,Dubai,desktop,1,14,0
U1685,U1929,1057.06,2025-01-01,cash_deposit,India,ATM,0,17,0
U1333,U2886,1402.29,2025-01-01,online_payment,US,mobile,1,21,0
U663,U2110,6834.86,2025-01-01,online_payment,Dubai,desktop,0,2,0
U1277,U103,2167.12,2025-01-01,online_payment,Switzerland,ATM,1,4,0
U2724,U1850,4707.66,2025-01-01,cash_deposit,US,desktop,0,2,0
U2648,U1408,393.88,2025-01-01,wire_transfer,Germany,mobile,1,11,0
U457,U368,1320.34,2025-01-01,cash_deposit,France,desktop,0,19,0
U2558,U629,4786.37,2025-01-01,cash_deposit,Germany,desktop,0,11,0
U1073,U2874,779.02,2025-01-01,cash_deposit,Dubai,desktop,1,1,0
U2292,U610,6863.16,2025-01-01,cash_deposit,Cayman Islands,ATM,1,0,0
U2031,U643,204.24,2025-01-01,crypto,UK,mobile,1,15,0
U2188,U1996,4659.32,2025-01-01,crypto,Switzerland,desktop,1,12,0
U79,U2755,1178.34,2025-01-01,crypto,Switzerland,ATM,0,5,0
U2962,U2560,153.21,2025-01-01,cash_deposit,Germany,desktop,0,2,0
U1099,U1887,4232.57,2025-01-01,wire_transfer,France,ATM,0,7,0
U1004,U734,580.54,2025-01-01,wire_transfer,France,desktop,0,10,0
U2015,U441,45.0,2025-01-01,online_payment,France,ATM,1,12,0
U2492,U1787,291.92,2025-01-01,online_payment,Switzerland,ATM,1,4,0
U2017,U88,2152.42,2025-01-01,cash_deposit,US,desktop,0,22,0
U868,U2470,7616.36,2025-01-01,crypto,Germany,ATM,1,10,0
U2587,U840,236.36,2025-01-01,online_payment,Cayman Islands,desktop,1,8,0
U1486,U2653,1239.6,2025-01-01,cash_deposit,Switzerland,ATM,0,8,0
U2963,U301,398.46,2025-01-01,online_payment,Switzerland,desktop,0,4,0
U2807,U73,2733.27,2025-01-01,crypto,UK,mobile,0,23,0
U35,U196,251.26,2025-01-01,cash_deposit,France,mobile,0,8,0
U1689,U2854,548.46,2025-01-01,crypto,Dubai,ATM,1,12,0
U693,U2348,437.32,2025-01-01,wire_transfer,Dubai,ATM,1,9,0
U800,U2137,1608.25,2025-01-01,online_payment,Switzerland,mobile,1,4,0
U1157,U2277,4130.04,2025-01-01,crypto,Germany,mobile,0,15,0
U1298,U2337,1431.15,2025-01-01,cash_deposit,Dubai,desktop,0,1,0
U2565,U2658,120.02,2025-01-01,cash_deposit,Switzerland,mobile,1,17,0
U958,U416,1657.42,2025-01-01,wire_transfer,UK,desktop,0,2,0
U1264,U2968,3194.24,2025-01-01,crypto,France,ATM,1,7,0
U304,U2933,283.49,2025-01-01,crypto,Dubai,mobile,0,8,0
U1099,U2953,150.98,2025-01-01,online_payment,France,desktop,1,21,0
U1972,U1779,416.04,2025-01-01,crypto,Cayman Islands,mobile,0,21,0
U1639,U596,2741.52,2025-01-01,wire_transfer,US,mobile,1,16,0
U1811,U1268,1791.41,2025-01-01,crypto,India,ATM,0,19,0
U2661,U2477,1555.64,2025-01-01,online_payment,US,desktop,0,16,0
U2584,U2978,573.98,2025-01-01,cash_deposit,India,mobile,1,23,0
U974,U2481,807.64,2025-01-01,crypto,India,ATM,0,13,0
U586,U1316,6756.04,2025-01-01,wire_transfer,Cayman Islands,ATM,1,15,0
U1539,U1677,550.52,2025-01-01,online_payment,Switzerland,desktop,1,9,0
U1205,U2943,4638.35,2025-01-01,wire_transfer,France,mobile,0,17,0
U1361,U1625,1737.53,2025-01-01,wire_transfer,India,ATM,1,8,0
U1170,U2030,263.17,2025-01-01,online_payment,Germany,mobile,1,22,0
U1100,U364,1259.64,2025-01-01,wire_transfer,France,desktop,1,19,0
U1782,U1995,5934.24,2025-01-01,crypto,Switzerland,mobile,1,6,0
U2443,U2512,1084.51,2025-01-01,crypto,Cayman Islands,ATM,1,21,0
U2836,U2545,3981.2,2025-01-01,cash_deposit,India,ATM,1,21,0
U1657,U192,592.58,2025-01-01,crypto,Germany,mobile,1,9,0
U1002,U226,1692.23,2025-01-01,cash_deposit,France,mobile,0,10,0
U785,U2996,3713.9,2025-01-01,online_payment,Germany,mobile,0,0,0
U763,U1371,5068.74,2025-01-01,crypto,Germany,mobile,1,5,0
U1891,U237,1330.38,2025-01-01,wire_transfer,US,ATM,0,11,0
U1493,U2263,2041.57,2025-01-01,online_payment,Switzerland,mobile,1,1,0
U342,U1278,5.97,2025-01-01,online_payment,India,mobile,1,23,0
U664,U2955,583.98,2025-01-01,online_payment,UK,mobile,0,8,0
U461,U2381,653.43,2025-01-01,crypto,Cayman Islands,mobile,1,3,0
U15,U969,196.31,2025-01-01,wire_transfer,France,ATM,0,12,0
U2986,U2248,656.16,2025-01-01,cash_deposit,UK,mobile,0,17,0
U1073,U707,774.63,2025-01-01,cash_deposit,Switzerland,ATM,0,17,0
U2529,U2389,6932.5,2025-01-01,wire_transfer,UK,desktop,1,5,0
U1567,U13,2208.87,2025-01-01,online_payment,Germany,desktop,0,15,0
U2631,U2636,1110.27,2025-01-01,online_payment,Switzerland,ATM,1,1,0
U2274,U990,8854.79,2025-01-01,online_payment,Switzerland,mobile,1,5,0
U1710,U1142,332.66,2025-01-01,cash_deposit,Switzerland,ATM,0,20,0
U2184,U2605,1292.72,2025-01-01,online_payment,India,desktop,1,5,0
U1814,U1974,2082.93,2025-01-01,cash_deposit,Germany,desktop,1,0,0
U1663,U334,114.37,2025-01-01,crypto,India,mobile,0,23,0
U253,U594,2524.61,2025-01-01,online_payment,France,mobile,0,22,0
U2945,U1974,210.43,2025-01-01,online_payment,US,mobile,0,0,0
U1655,U228,302.3,2025-01-01,crypto,Germany,desktop,0,9,0
U146,U1018,347.97,2025-01-01,online_payment,India,ATM,0,15,0
U2111,U1407,5287.05,2025-01-01,cash_deposit,Cayman Islands,mobile,1,15,0
U80,U1233,2299.19,2025-01-01,crypto,UK,desktop,0,2,0
U2912,U34,2130.9,2025-01-01,wire_transfer,UK,mobile,0,15,0
U2412,U318,1621.58,2025-01-01,crypto,India,desktop,0,22,0
U133,U1984,692.9,2025-01-01,online_payment,France,mobile,0,16,0
U751,U1202,1939.86,2025-01-01,online_payment,UK,desktop,0,8,0
U2463,U25,1055.77,2025-01-01,cash_deposit,US,ATM,1,9,0
U412,U1845,314.28,2025-01-01,wire_transfer,Germany,ATM,1,6,0
U1604,U2405,2339.77,2025-01-01,crypto,Switzerland,desktop,1,17,0
U2436,U857,277.56,2025-01-01,online_payment,UK,mobile,0,20,0
U698,U266,423.09,2025-01-01,cash_deposit,US,ATM,0,11,0
U2576,U22,3404.2,2025-01-01,cash_deposit,Cayman Islands,mobile,1,6,0
U1440,U2260,2158.31,2025-01-01,crypto,US,ATM,1,11,0
U286,U2167,1993.87,2025-01-01,online_payment,India,mobile,0,4,0
U358,U66,1083.27,2025-01-01,crypto,Germany,desktop,0,13,0
U1261,U1597,1009.29,2025-01-01,crypto,Cayman Islands,mobile,0,2,0
U652,U1179,2344.06,2025-01-01,online_payment,Dubai,desktop,1,22,0
U2741,U1925,2694.19,2025-01-01,cash_deposit,UK,ATM,1,16,0
U421,U1308,1427.57,2025-01-01,wire_transfer,Cayman Islands,desktop,1,14,0
U1786,U1707,6964.98,2025-01-01,crypto,US,ATM,1,10,0
U2499,U2080,6233.52,2025-01-01,online_payment,India,desktop,1,2,0
U2772,U665,1063.52,2025-01-01,wire_transfer,Dubai,desktop,0,4,0
U2989,U74,3436.52,2025-01-01,online_payment,France,desktop,0,14,0
U2690,U1246,1567.32,2025-01-01,crypto,Dubai,desktop,0,0,0
U2207,U750,1433.88,2025-01-01,cash_deposit,US,ATM,0,14,0
U1252,U1419,113.06,2025-01-01,wire_transfer,US,mobile,0,19,0
U1857,U1106,1706.51,2025-01-01,wire_transfer,Cayman Islands,ATM,1,14,0
U733,U1614,4616.76,2025-01-01,crypto,UK,mobile,0,11,0
U2438,U2271,3029.47,2025-01-01,wire_transfer,UK,ATM,1,10,0
U2183,U2546,3086.52,2025-01-01,cash_deposit,Cayman Islands,desktop,0,6,0
U427,U598,348.54,2025-01-01,wire_transfer,UK,desktop,1,16,0
U2228,U2661,887.73,2025-01-01,online_payment,India,mobile,0,18,0
U914,U584,531.07,2025-01-01,crypto,Germany,mobile,1,8,0
U2618,U375,759.35,2025-01-01,crypto,US,desktop,1,20,0
U243,U351,1732.81,2025-01-01,crypto,Germany,ATM,0,21,0
U1339,U2176,907.58,2025-01-01,wire_transfer,India,desktop,0,8,0
U1682,U928,1645.14,2025-01-01,crypto,US,mobile,1,7,0
U629,U268,1154.29,2025-01-01,online_payment,Dubai,mobile,1,12,0
U1023,U629,675.47,2025-01-01,cash_deposit,India,desktop,0,17,0
U2903,U1894,200.53,2025-01-01,wire_transfer,France,ATM,0,14,0
U53,U2783,4448.26,2025-01-01,cash_deposit,UK,ATM,0,4,0
U1510,U2381,22.88,2025-01-01,wire_transfer,India,ATM,0,21,0
U1390,U495,3.31,2025-01-01,online_payment,Dubai,ATM,0,22,0
U279,U2817,3506.59,2025-01-01,crypto,Switzerland,ATM,1,1,0
U1113,U1581,11496.06,2025-01-01,crypto,Dubai,ATM,1,20,0
U2632,U855,2597.32,2025-01-01,crypto,US,ATM,1,21,0
U1231,U14,30.78,2025-01-01,crypto,Germany,ATM,0,12,0
U981,U1849,514.15,2025-01-01,crypto,UK,ATM,0,14,0
U162,U1857,7138.48,2025-01-01,wire_transfer,Switzerland,ATM,1,13,0
U1961,U230,3306.82,2025-01-01,wire_transfer,India,desktop,0,7,0
U2460,U2016,1673.11,2025-01-01,wire_transfer,Switzerland,ATM,0,0,0
U2851,U1314,540.63,2025-01-01,wire_transfer,France,desktop,0,0,0
U2026,U2133,28.95,2025-01-01,crypto,Dubai,ATM,0,23,0
U911,U958,42.16,2025-01-01,crypto,India,desktop,0,7,0
U237,U1649,1893.4,2025-01-01,wire_transfer,France,ATM,0,6,0
U1164,U684,44.15,2025-01-01,online_payment,US,ATM,0,23,0
U2039,U1938,10112.36,2025-01-01,cash_deposit,Cayman Islands,desktop,0,19,0
U554,U932,405.17,2025-01-01,crypto,UK,ATM,0,11,0
U445,U153,2480.63,2025-01-01,crypto,Dubai,ATM,1,17,0
U2290,U2880,336.98,2025-01-01,wire_transfer,India,mobile,0,3,0
U1333,U49,1553.46,2025-01-01,online_payment,France,mobile,1,5,0
U2952,U1566,168.09,2025-01-01,online_payment,Cayman Islands,desktop,1,22,0
U2111,U2681,2911.53,2025-01-01,online_payment,India,ATM,1,21,0
U2792,U1465,1758.57,2025-01-01,wire_transfer,UK,ATM,1,18,0
U2437,U1920,180.21,2025-01-01,crypto,Cayman Islands,desktop,0,0,0
U2546,U2626,3775.48,2025-01-01,online_payment,India,ATM,1,16,0
U2503,U1385,1583.81,2025-01-01,cash_deposit,Dubai,mobile,1,7,0
U1810,U54,5091.67,2025-01-01,crypto,Germany,desktop,1,12,0
U2844,U1434,4968.77,2025-01-01,online_payment,India,mobile,0,19,0
U2140,U1993,5064.19,2025-01-01,online_payment,India,desktop,1,5,0
U612,U1031,161.95,2025-01-01,online_payment,UK,mobile,1,17,0
U1161,U592,257.84,2025-01-01,cash_deposit,US,ATM,0,5,0
U1965,U1893,8797.26,2025-01-01,online_payment,Dubai,ATM,0,21,0
U1977,U2254,1337.3,2025-01-01,crypto,Cayman Islands,desktop,1,17,0
U1253,U806,544.18,2025-01-01,crypto,Cayman Islands,mobile,0,11,0
U2985,U224,2936.44,2025-01-01,crypto,France,ATM,1,16,0
U1694,U254,613.83,2025-01-01,wire_transfer,India,ATM,1,7,0
U1904,U1281,2598.15,2025-01-01,wire_transfer,Dubai,mobile,1,21,0
U264,U955,3631.52,2025-01-01,online_payment,India,ATM,0,2,0
U2429,U1115,3067.39,2025-01-01,crypto,US,ATM,0,20,0
U2847,U1296,640.54,2025-01-01,crypto,Dubai,mobile,1,4,0
U1160,U1815,1027.05,2025-01-01,cash_deposit,France,desktop,0,12,0
U1295,U1444,1066.32,2025-01-01,crypto,India,desktop,0,23,0
U1497,U8,1351.69,2025-01-01,wire_transfer,US,mobile,1,20,0
U2406,U1589,366.34,2025-01-01,online_payment,France,mobile,0,21,0
U777,U1596,1204.68,2025-01-01,cash_deposit,Cayman Islands,ATM,0,12,0
U1588,U2765,1429.9,2025-01-01,wire_transfer,US,ATM,0,8,0
U2109,U738,1517.33,2025-01-01,online_payment,Switzerland,desktop,1,9,0
U29,U1698,3428.49,2025-01-01,wire_transfer,Dubai,ATM,0,13,0
U49,U2536,1456.86,2025-01-01,cash_deposit,Switzerland,desktop,0,7,0
U1769,U2523,524.77,2025-01-01,crypto,UK,desktop,1,17,0
U2350,U2733,2176.11,2025-01-01,crypto,US,mobile,1,11,0
U2906,U1065,3192.2,2025-01-01,cash_deposit,Germany,mobile,0,18,0
U2413,U372,769.48,2025-01-01,wire_transfer,India,ATM,0,23,0
U1373,U883,2073.0,2025-01-01,wire_transfer,US,mobile,0,20,0
U305,U2733,317.85,2025-01-01,online_payment,Germany,mobile,0,16,0
U2529,U955,836.88,2025-01-01,wire_transfer,Germany,mobile,0,6,0
U0,U799,4798.72,2025-01-01,online_payment,Cayman Islands,mobile,0,23,0
U2290,U2776,4845.17,2025-01-01,online_payment,Cayman Islands,ATM,0,22,0
U2459,U781,1712.86,2025-01-01,wire_transfer,Germany,desktop,0,3,0
U2564,U1149,2423.68,2025-01-01,crypto,France,mobile,0,17,0
U1780,U1160,3848.51,2025-01-01,crypto,India,ATM,0,16,0
U946,U2655,6366.69,2025-01-01,crypto,UK,ATM,1,19,0
U2749,U2161,1346.24,2025-01-01,cash_deposit,Cayman Islands,desktop,0,10,0
U354,U2268,1649.14,2025-01-01,online_payment,UK,mobile,1,1,0
U2282,U2124,1074.48,2025-01-01,online_payment,Germany,mobile,0,22,0
U1937,U1408,149.41,2025-01-01,wire_transfer,Cayman Islands,mobile,0,22,0
U1674,U251,1099.14,2025-01-01,online_payment,France,mobile,1,4,0
U2460,U2235,3127.28,2025-01-01,online_payment,Switzerland,ATM,1,10,0
U2464,U2779,3268.34,2025-01-01,wire_transfer,Cayman Islands,desktop,1,4,0
U1759,U1773,4458.24,2025-01-01,crypto,India,desktop,1,15,0
U2069,U75,105.68,2025-01-01,crypto,Germany,ATM,0,3,0
U1609,U2557,1497.97,2025-01-01,wire_transfer,Switzerland,desktop,1,2,0
U118,U2047,227.29,2025-01-01,cash_deposit,India,mobile,0,14,0
U982,U2234,448.14,2025-01-01,crypto,Germany,ATM,0,22,0
U138,U567,4609.5,2025-01-01,wire_transfer,US,mobile,1,16,0
U1966,U1078,1373.5,2025-01-01,wire_transfer,France,ATM,1,17,0
U696,U2051,2842.14,2025-01-01,wire_transfer,Dubai,mobile,1,8,0
U1421,U381,133.1,2025-01-01,wire_transfer,India,mobile,1,14,0
U1759,U1544,1078.54,2025-01-01,cash_deposit,UK,ATM,1,8,0
U2222,U1315,2243.19,2025-01-01,cash_deposit,Germany,mobile,0,13,0
U577,U103,286.37,2025-01-01,cash_deposit,Dubai,desktop,0,12,0
U1780,U367,788.51,2025-01-01,online_payment,Switzerland,desktop,0,16,0
U2636,U1283,133.45,2025-01-01,wire_transfer,Cayman Islands,desktop,1,2,0
