GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,66.08511109,66.08511,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,67.31709176,67.31709,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,64.10300474,64.10300,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,59.43278105,59.43278,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,6.611861554,6.61186,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,4.841837872,4.84184,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LMI,2005,2005,Lower-middle-income,,KEN,Kenya,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,24.39720669,24.39721,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,9.259820688,9.25982,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,6.942237774,6.94224,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,5.115597348,5.11560,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGELT1,<1 year,,FMLE,Female,,,,,,,,66.61712416,66.61712,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,15.35177273,15.35177,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,12.11460813,12.11461,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,9.318149943,9.31815,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,6.952888259,6.95289,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,22.81583889,22.81584,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,19.08801109,19.08801,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,15.53841048,15.53841,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,KEN,Kenya,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,12.23631705,12.23632,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,KEN,Kenya,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,26.94424988,26.94425,,,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,6.18 [2.98-9.95],6.18297,2.98462,9.94528,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,6.06 [3.04-9.63],6.05797,3.04075,9.63414,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,5.91 [3.02-9.24],5.90824,3.01991,9.23678,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,5.74 [2.9-8.87],5.73938,2.90430,8.86695,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,KEN,Kenya,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,24.49805295,24.49805,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,KEN,Kenya,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,22.00498592,22.00499,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,KEN,Kenya,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,19.2580677,19.25807,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,KEN,Kenya,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,16.33275752,16.33276,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,57.87521116,57.87521,,,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1954,1954,,AFR,Africa,,,1954,1954,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,256.19 [226.04-291.39],256.19079,226.04443,291.38738,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1955,1955,,AFR,Africa,,,1955,1955,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,242.48 [216.35-273.2],242.47504,216.34769,273.19596,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,KEN,Kenya,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,53.14245486,53.14245,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,45.93587152,45.93587,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,41.43392197,41.43392,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,37.13633954,37.13634,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,KEN,Kenya,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,33.18074187,33.18074,,,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1956,1956,,AFR,Africa,,,1956,1956,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,229.76 [206.66-256.81],229.76034,206.65895,256.81340,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1987,1987,,AFR,Africa,,,1987,1987,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,90.57 [84.42-97.1],90.57385,84.41631,97.09752,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,91.6 [85.45-98.05],91.60224,85.44958,98.05490,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,93.47 [87.32-99.93],93.46597,87.31763,99.92712,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,96 [89.69-102.64],96.00016,89.69016,102.64480,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,98.73 [92.19-105.72],98.73261,92.18584,105.71569,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1957,1957,,AFR,Africa,,,1957,1957,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,218.06 [197.49-242.24],218.05784,197.49316,242.24294,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,607.2 [391.7-932.0],607.19600,391.73430,932.00840,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,537.2 [323.7-868.1],537.24110,323.66870,868.07670,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,592.7 [376.1-919.7],592.67930,376.06210,919.66950,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,520.2 [324.4-812.6],520.15520,324.39010,812.56900,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,587.1 [366.9-914.8],587.05450,366.89650,914.82200,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1971,1971,,AFR,Africa,,,1971,1971,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,139.99 [130.67-150.29],139.99410,130.66744,150.29221,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,607.5 [392.7-933.4],607.54970,392.74080,933.37990,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,525.0 [320.6-830.1],525.00790,320.63580,830.09160,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,596.0 [391.3-906.5],596.03340,391.32980,906.52640,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,535.4 [331.6-844.8],535.42700,331.61740,844.79620,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,530.9 [330.2-832.2],530.91950,330.23610,832.19770,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,545.7 [332.0-875.1],545.67420,332.03000,875.10550,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,736.0 [491.7-1124.4],735.97380,491.65410,1124.43200,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,544.2 [328.6-879.5],544.20110,328.55740,879.52250,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,544.2 [329.4-877.2],544.20170,329.42810,877.24040,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,4.97 [0.69-11.08],4.97432,0.68809,11.08033,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,4.9 [0.55-11.58],4.89530,0.54959,11.58348,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,4.81 [0.41-11.93],4.80844,0.41448,11.93092,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,4.72 [0.32-12.26],4.71968,0.31913,12.26319,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2020,2020,,AFR,Africa,,,2020,2020,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,4.64 [0.25-12.61],4.63860,0.24876,12.60895,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,136.48 [127.23-146.56],136.47868,127.22792,146.56460,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,132.75 [123.78-142.45],132.74855,123.78217,142.44733,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,128.84 [120.15-138.25],128.84142,120.15378,138.25040,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,75.55 [69.37-82.27],75.55272,69.36775,82.26716,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,70.96 [64.75-77.64],70.96135,64.75316,77.63743,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,66.82 [60.72-73.38],66.82390,60.72075,73.37539,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,62.94 [57.05-69.34],62.93603,57.04583,69.33640,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2021,2021,,AFR,Africa,,,2021,2021,,,KEN,Kenya,,,,,FMLE,Female,,,,,,,,33.71 [27.14-41.79],33.71038,27.14289,41.78992,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1952,1952,,AFR,Africa,,,1952,1952,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,306.15 [262.08-360.54],306.15414,262.08424,360.54343,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1953,1953,,AFR,Africa,,,1953,1953,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,289.96 [252.44-335.12],289.95771,252.44157,335.11605,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1954,1954,,AFR,Africa,,,1954,1954,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,274.64 [243-312.51],274.63867,243.00244,312.51229,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,171.07 [158.99-184.12],171.07281,158.98958,184.11837,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,166.9 [155.4-179.12],166.89585,155.39922,179.12166,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,163.34 [152.4-175.03],163.34366,152.39624,175.02924,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,167.33 [155.74-179.45],167.33118,155.74151,179.44987,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1968,1968,,AFR,Africa,,,1968,1968,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,163.99 [152.96-175.91],163.99204,152.96046,175.90863,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1969,1969,,AFR,Africa,,,1969,1969,,,KEN,Kenya,,,,,MLE,Male,,,,,,,,160.59 [149.85-172.06],160.58791,149.84879,172.05995,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,48.05 [43.16-53.47],48.05156,43.15841,53.47324,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,KEN,Kenya,,,,,BTSX,Both sexes,,,,,,,,45.86 [40.98-51.34],45.86231,40.97688,51.33853,,,
