GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,60.85 [52.69-70.27],60.85096,52.69241,70.26773,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,49.27 [43.58-55.8],49.26987,43.58473,55.80158,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,48.81 [43.08-55.23],48.80507,43.08015,55.22519,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,48.34 [42.72-54.7],48.34426,42.72077,54.70429,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,47.74 [42.31-54.04],47.73544,42.31184,54.03874,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,37.99 [32.51-43.98],37.99096,32.51341,43.97719,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,37.61 [31.92-43.81],37.60666,31.92178,43.80753,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,37.18 [31.06-43.97],37.18125,31.06289,43.96692,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,36.68 [30.12-44.08],36.68476,30.12331,44.07900,,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,29.29 [18.55-45.85],29.29338,18.54977,45.84557,,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,28.98 [18.41-45.18],28.98305,18.40782,45.17635,,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,28.66 [18.06-44.79],28.66052,18.06294,44.79426,,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2444,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,TCD,Chad,,,,,BTSX,Both sexes,,,,,,,,28.21 [17.98-43.98],28.21077,17.97505,43.97517,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.068189074,0.06819,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.135604167,0.13560,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,0.057165532,0.05717,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.011190974,0.01119,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,0.044406591,0.04441,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,0.086576486,0.08658,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,0.483969351,0.48397,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,0.069916664,0.06992,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.016807192,0.01681,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.031699505,0.03170,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,0.338813567,0.33881,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,1,1.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,77145.91179,77145.91179,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,74945.86648,74945.86648,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,48452.40118,48452.40118,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,30509.91917,30509.91917,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,80363.88909,80363.88909,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,78421.90741,78421.90741,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,68076.44751,68076.44751,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,58059.52067,58059.52067,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGELT1,<1 year,,MLE,Male,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,84252.32459,84252.32459,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,74880.9256,74880.92560,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,68001.23935,68001.23935,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,25845.10553,25845.10553,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,7059.055687,7059.05569,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,91608.71875,91608.71875,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,81984.49405,81984.49405,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,79362.78874,79362.78874,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,40654.44822,40654.44822,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,18016.99338,18016.99338,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,86462.40697,86462.40697,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,84731.63632,84731.63632,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,82669.84556,82669.84556,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,67847.81963,67847.81963,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,53219.81523,53219.81523,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,82218.48726,82218.48726,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,79197.90393,79197.90393,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,64625.09648,64625.09648,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,54793.00489,54793.00489,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,9580.83158,9580.83158,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,91419.35714,91419.35714,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,75531.10695,75531.10695,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,70012.10505,70012.10505,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,19770.86045,19770.86045,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGELT1,<1 year,,FMLE,Female,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,82642.59716,82642.59716,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,80368.24822,80368.24822,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,54410.04938,54410.04938,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,34326.5867,34326.58670,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,85423.89733,85423.89733,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,83945.36846,83945.36846,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,74026.11556,74026.11556,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,64667.49559,64667.49559,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,93674.76247,93674.76247,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,87881.06876,87881.06876,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,79208.1535,79208.15350,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,72336.25759,72336.25759,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,26766.19637,26766.19637,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,74456.05884,74456.05884,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,69846.63766,69846.63766,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,24707.3977,24707.39770,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,7139.133806,7139.13381,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,80262.72368,80262.72368,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,78366.02544,78366.02544,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,53885.4059,53885.40590,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,36970.56528,36970.56528,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,83363.75109,83363.75109,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,81642.83579,81642.83579,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,73062.29366,73062.29366,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,64824.11144,64824.11144,,,,,
